2020/01/29 07:52:34 , dom, 10
2020/01/29 07:53:45 , dom, 1
2020/01/29 07:54:41 , dom, 30
2020/01/29 07:54:51 , dom, 20
2020/01/29 07:55:19 , dom, 10
2020/01/29 07:55:39 , dom, 40
2020/01/29 07:55:50 , dom, 1
2020/01/29 07:55:50 , dom, 30
2020/01/29 07:56:01 , dom, 2
2020/01/29 07:56:21 , dom, 1
2020/01/29 07:56:34 , dom, 10
2020/01/29 07:56:34 , dom, 40
2020/01/29 07:56:43 , dom, 50
2020/01/29 07:56:44 , dom, 2
2020/01/29 07:57:18 , dom, 30
2020/01/29 07:57:19 , dom, 40
2020/01/29 07:57:23 , dom, 2
2020/01/29 07:57:49 , dom, 30
