2020/01/27 14:35:27 , ping, 1
2020/01/27 14:35:36 , ping, 2
2020/01/27 14:35:46 , ping, 1
2020/01/27 14:35:56 , ping, 2
2020/01/27 14:36:07 , ping, 1
2020/01/27 14:36:17 , ping, 2
2020/01/27 14:36:27 , ping, 1
2020/01/27 14:36:37 , ping, 2
2020/01/27 14:36:47 , ping, 1
2020/01/27 14:36:57 , ping, 2
2020/01/27 14:37:08 , ping, 1
2020/01/27 14:37:18 , ping, 2
2020/01/27 14:37:28 , ping, 1
2020/01/27 14:37:38 , ping, 2
2020/01/27 14:37:49 , ping, 1
2020/01/27 14:37:59 , ping, 2
2020/01/27 14:38:09 , ping, 1
2020/01/27 14:38:23 , ping, 2
2020/01/27 14:38:33 , ping, 1
2020/01/27 14:38:43 , ping, 2
2020/01/27 14:38:53 , ping, 1
2020/01/27 14:39:03 , ping, 2
2020/01/27 14:39:14 , ping, 1
2020/01/27 14:39:24 , ping, 2
2020/01/27 14:39:34 , ping, 1
2020/01/27 14:39:44 , ping, 2
2020/01/27 14:39:54 , ping, 1
2020/01/27 14:40:05 , ping, 2
2020/01/27 14:40:16 , ping, 1
2020/01/27 14:40:26 , ping, 2
2020/01/27 14:40:36 , ping, 1
