2020/01/29 04:16:52 , ambulance1, 2
2020/01/29 04:16:55 , ambulance1, 1
2020/01/29 04:17:04 , ambulance1, 3
2020/01/29 04:17:22 , ambulance1, 7
2020/01/29 04:17:33 , ambulance1, 10
2020/01/29 04:18:04 , ambulance1, 14
2020/01/29 04:18:05 , ambulance1, 16
2020/01/29 04:18:13 , ambulance1, 15
2020/01/29 04:18:23 , ambulance1, 18
2020/01/29 04:18:33 , ambulance1, 20
2020/01/29 04:18:43 , ambulance1, 24
2020/01/29 04:19:03 , ambulance1, 28
2020/01/29 04:19:05 , ambulance1, 27
2020/01/29 04:19:23 , ambulance1, 32
2020/01/29 04:19:33 , ambulance1, 34
2020/01/29 04:19:35 , ambulance1, 31
2020/01/29 04:19:44 , ambulance1, 35
2020/01/29 04:20:13 , ambulance1, 42
2020/01/29 04:20:24 , ambulance1, 43
2020/01/29 04:20:43 , ambulance1, 45
2020/01/29 04:20:53 , ambulance1, 48
2020/01/29 04:20:54 , ambulance1, 49
