2020/01/29 04:17:12 , ambulance2, 5
2020/01/29 04:17:15 , ambulance2, 6
2020/01/29 04:17:34 , ambulance2, 12
2020/01/29 04:17:42 , ambulance2, 11
2020/01/29 04:18:14 , ambulance2, 17
2020/01/29 04:18:25 , ambulance2, 19
2020/01/29 04:18:52 , ambulance2, 23
2020/01/29 04:19:15 , ambulance2, 29
2020/01/29 04:19:32 , ambulance2, 33
2020/01/29 04:19:52 , ambulance2, 37
2020/01/29 04:19:54 , ambulance2, 38
2020/01/29 04:20:12 , ambulance2, 40
2020/01/29 04:20:34 , ambulance2, 44
2020/01/29 04:20:35 , ambulance2, 46
